        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J),              E_elec[4] (J),               E_mag[4] (J),               E_cap[4] (J),               E_ind[4] (J)
 2.09600000e+02,        +1.422508508952e-12,        +1.163410026192e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.421433189454e-12,        +1.161549724580e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.423291082057e-12,        +1.163243044301e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.422182296549e-12,        +1.162475982496e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.11200000e+02,        +1.401352189363e-12,        +1.146000869532e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.400240581684e-12,        +1.144133009650e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.402113774794e-12,        +1.145803723209e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.400983794334e-12,        +1.145055515730e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.12800000e+02,        +1.380197178611e-12,        +1.129082145435e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.379054494799e-12,        +1.127209444796e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.380938425417e-12,        +1.128856184945e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.379790826447e-12,        +1.128127632237e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.14400000e+02,        +1.359110718699e-12,        +1.112677022069e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.357941730896e-12,        +1.110801837464e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.359832265078e-12,        +1.112423568045e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.358670271978e-12,        +1.111715148700e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.16000000e+02,        +1.338154926104e-12,        +1.096804282513e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.336963985700e-12,        +1.094928652284e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.338857392353e-12,        +1.096524618845e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.337683905794e-12,        +1.095836547528e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.17600000e+02,        +1.317386696499e-12,        +1.081478545861e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.316177765540e-12,        +1.079604240589e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.318070680247e-12,        +1.081173916067e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.316888314687e-12,        +1.080506205598e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.19200000e+02,        +1.296857696424e-12,        +1.066710525846e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.295634387945e-12,        +1.064839103742e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.297523769868e-12,        +1.066382132354e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.296334896890e-12,        +1.065734656182e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.20800000e+02,        +1.276614430960e-12,        +1.052507316760e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.275380054333e-12,        +1.050640179628e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.277263139672e-12,        +1.052156322311e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.276069933497e-12,        +1.051528873548e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.22400000e+02,        +1.256698375738e-12,        +1.038872697077e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.255455982940e-12,        +1.037011142743e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.257330238528e-12,        +1.038500227312e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.256134720044e-12,        +1.037892570891e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +1.237146161392e-12,        +1.025807441935e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.235898590495e-12,        +1.023952709687e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.237761670725e-12,        +1.025414588292e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.236565746873e-12,        +1.024826503643e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.25600000e+02,        +1.217989798912e-12,        +1.013309636655e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.216739711882e-12,        +1.011462943259e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.218589421461e-12,        +1.012897458832e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.217394917650e-12,        +1.012328771589e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.27200000e+02,        +1.199256935070e-12,        +1.001374984624e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.198006848042e-12,        +9.995375497741e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.199841112080e-12,        +1.000944512126e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.198649796373e-12,        +1.000395114595e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.28800000e+02,        +1.180971128106e-12,        +9.899971041305e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.179723433455e-12,        +9.881701654183e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.181540275408e-12,        +9.895493366631e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.180353874267e-12,        +9.890191978662e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.30400000e+02,        +1.163152135127e-12,        +9.791678100066e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.161909115656e-12,        +9.773526285258e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.163706642747e-12,        +9.787037167143e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.162526849029e-12,        +9.781928836434e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +1.145816203953e-12,        +9.688773771373e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.144580040287e-12,        +9.670752355335e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.146356435349e-12,        +9.683978948597e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.145184909901e-12,        +9.679064870557e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.33600000e+02,        +1.128976363473e-12,        +9.591147839912e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.127749136166e-12,        +9.573269790700e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.129502654512e-12,        +9.586208148127e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.128341022993e-12,        +9.581490144844e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.35200000e+02,        +1.112642707765e-12,        +9.498679352414e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.111426395791e-12,        +9.480957672361e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.113155365549e-12,        +9.493603436419e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.112005212209e-12,        +9.489083833853e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.36800000e+02,        +1.096822670352e-12,        +9.411238632832e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.095619147519e-12,        +9.393686236323e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.097321972019e-12,        +9.406034731742e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.096184831953e-12,        +9.401716230102e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.38400000e+02,        +1.081521285886e-12,        +9.328689090140e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.080332316492e-12,        +9.311318681159e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.082007477475e-12,        +9.323365008920e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.080884828622e-12,        +9.319250559087e-13,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +1.066741437355e-12,        +9.250888826440e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.065568672082e-12,        +9.233712786341e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.067214732806e-12,        +9.245451910226e-13,        +0.000000000000e+00,        +0.000000000000e+00,        +1.066107988617e-12,        +9.241544604837e-13,        +0.000000000000e+00,        +0.000000000000e+00
